,다듬을 말,원어,다듬은 말,제출 점수,의미/용례,sorted11 인덱스,원어_검색량,다듬은말_검색량,검색량_가산점
296,"다크 너지, 다크 넛지",dark nudge,함정 상술,2.0,"기업이 이익을 얻기 위하여, 소비자를 비합리적인 선택으로 유도하는 일.*외래어 표기법에 따라 ‘다크 너지’가 바른 표기임.",300,0.0,0.0,0
297,월 패드,wall pad,통합 주택 제어판,4.0,"주로 가정의 주방이나 거실 벽면에 부착하여 사용하는 주택 관리용 단말기. 출입 통제, 조명 및 가전제품 제어, 화재 감지 등의 기능을 갖추고 있음.",301,29.413793103448278,0.0,-2
298,뉴 노멀,new normal,"새 기준, 새 일상",4.0,시대 변화에 따라 새롭게 부상하는 기준이나 표준.,302,37.724137931034484,0.0,-2
299,웨비나,webinar,"화상 토론회, 화상 회의",2.0,"웹 사이트에서 진행되는 세미나를 이르는 말. 본인의 컴퓨터를 통해 참여가 가능하므로 비용을 줄일 수 있고, 공간을 효율적으로 사용할 수 있음.",303,19.275862068965516,0.0,-2
300,액티브 시니어,active senior,활동적 장년,1.0,뛰어난 체력과 경제력을 갖추고 있어 퇴직 후에도 사회적으로 왕성한 문화 활동과 소비 활동을 하는 장년층.,304,15.758620689655173,1.9655172413793103,-2
301,그래픽 노블,graphic novel,만화형 소설,3.0,문학적 구성과 특성을 지닌 작가주의 만화.,305,25.862068965517242,0.0,-2
302,킹메이커,kingmaker,"대권 인도자, 핵심 조력자",3.0,"다른 사람을 대통령, 총리 등과 같은 지도자로 집권시킬 수 있는 정치적인 능력과 영향력을 가진 사람.",306,13.96551724137931,0.0,-2
303,소셜 미디어,social media,누리 소통 매체,4.0,"생각이나 의견 따위를 표현하거나 공유하기 위하여 사용하는, 개방화된 온라인상의 콘텐츠나 플랫폼.",307,13.482758620689655,0.0,-2
304,소셜 믹스,social mix,어울 단지 (조성),2.0,동일 단지 내에 공공 임대 주택과 일반 분양 주택을 함께 만드는 일.,308,0.0,0.0,0
305,언박싱,unboxing,개봉(기),4.0,상자를 열어 상품을 개봉하는 과정을 보여주는 것. 혹은 그런 과정을 촬영한 영상.,309,19.20689655172414,0.1724137931034483,-2
306,소프트 파워,soft power,문화적 영향력,4.0,정보 과학이나 문화ㆍ예술 따위를 앞세워 상대방의 행동을 바꾸거나 저지할 수 있는 힘.,310,35.10344827586207,0.0,-2
307,하드 파워,hard power,물리적 영향력,4.0,"군사력, 경제력 따위를 앞세워 상대방의 행동을 바꾸거나 저지할 수 있는 힘.",311,21.06896551724138,0.0,-2
308,쇼트폼,short-form,"짧은 영상, 짧은 형식",4.0,재생 시간이 짧고 간결한 영상. 재생 시간은 수초 이내부터 십여 분 내외로 다양함.,312,3.4482758620689653,0.0,-2
309,롱폼,long-form,"긴 영상, 긴 형식",2.0,쇼트폼에 상대하여 재생 시간이 긴 영상.,313,34.89655172413793,0.0,-2
310,페티켓,petiquette,반려동물 공공 예절,4.0,반려동물과 함께 있을 때 지켜야 할 공공 예절.,314,10.275862068965518,0.0,-2
311,갭 이어,gap year,채움 기간,2.0,학업이나 직장 생활을 잠시 중단하고 여행이나 봉사 활동 따위를 하면서 자아를 성찰하고 진로를 탐색하는 시간.,315,1.206896551724138,3.689655172413793,4
312,엔데믹,endemic,"(감염병) 주기적 유행, (감염병) 토착 유행, (감염",4.0,어떤 감염병이 특정한 지역에서 주기적으로 발생하는 현상 또는 그런 병.※ ‘엔데믹’이 영어에서 ‘풍토병’이라는 의미로 쓰이는 말이나 코로나19로 인해 새로운 의미로 쓰이게 됨을 반영,316,9.10344827586207,0.0,-2
313,라스트 마일,last mile,최종 구간,4.0,상품 등이 최종 목적지에 도착하기 전의 마지막 이동 구간을 이르는 말.,317,27.689655172413794,0.0,-2
314,마스터 리스,master lease,재임대,4.0,"건물 전체를 특정 임차인 혹은 전문 업체가 장기 임대한 후 이를 재임대해 관리하는 일. 전문 업체가 임대하는 경우, 계약 기간 동안 업체가 임차인 유치와 입점 업체 선정, 건물 관리와 리모델링 등을 전반적으로 관리하며, 건물주와 임대 수입을 분배함.",318,0.0,6.827586206896552,4
315,헬스테크1,health tech,(노후) 건강 투자,4.0,건강한 노후 생활을 대비하기 위한 투자 또는 노력.,319,0.0,0.0,0
316,헬스테크2,health tech,건강 기술,4.0,의료 및 보건 분야에 정보 통신 기술을 접목한 건강 관리 기술.,320,0.0,29.413793103448278,4
317,미닝 아웃,meaning out,소신 소비,4.0,특정 상품을 구입하고 공유함으로써 자신의 취향이나 신념 따위를 표출하는 일.,321,0.0,0.0,0
318,페이스 실드,face shield,얼굴 가림막,4.0,필름 형태의 감염 방지용 안면 보호 기구. 고글보다 가벼우며 쉽게 쓰고 벗을 수 있도록 제작됨.,322,0.0,0.0,0
319,코리빙 하우스,co-living house,공간 나눔 주택,3.0,"개인 공간은 분리하되, 건물 내 공용 공간을 입주민들이 공유하는 새로운 공동 주거 형태.",323,5.137931034482759,0.0,-2
320,키 비주얼,key visual,"핵심 그림, 핵심 장면",5.0,"광고나 영화, 게임 등의 매체에서 내용과 분위기를 나타내는 가장 핵심적인 장면 또는 이미지.",324,20.24137931034483,0.0,-2
321,스마트 셸터,smart shelter,복합 기능 쉼터,3.0,사물 인터넷(IoT)을 활용해 사용자 편의를 위한 다양한 기능을 구축하여 놓은 공간.,325,0.0,0.0,0
322,로 푸드,low food,저자극식,5.0,"필수 영양 성분은 함유하면서도 나트륨, 당, 지방 등의 함량을 줄인 식품.",326,35.93103448275862,0.0,-2
323,그린테일,greentail,친환경 유통,4.0,"제품을 재활용할 수 있도록 기획하거나, 친환경 소재로 포장하는 등 상품 개발, 생산, 판매 및 소비 등 유통 과정에 친환경 요소를 도입하는 일.",327,0.0,0.0,0
324,패닉 바잉,panic buying,공황 구매,2.0,"가격 상승, 물량 소진 등에 대한 불안으로 가격에 관계없이 생필품이나 주식, 부동산 등을 사들이는 일. 엄청난 거래량과 함께 가격이 급상승하기도 함.",328,0.0,0.0,0
325,스토리노믹스,storinomics,이야기 산업,2.0,"이야기에 관한 경제학. 드라마, 영화, 게임, 애니메이션 등 다양한 문화 산업을 이끄는 원동력이며, 대표적인 예로 해리 포터 시리즈를 들 수 있음.",329,0.0,3.4482758620689653,4
326,로컬 페어 트레이드,local fair trade,지역형 공정 무역,5.0,"개발도상국 생산자 등과의 무역에서 상호 간에 혜택이 동등하게 이루어지는 공정 무역을 확대한 것으로, 개발도상국 이상인 국가가 자국의 지역 생산물과 공정 무역 생산품을 활용하여 상품을 생산, 판매하는 활동.",330,0.0,0.0,0
327,바이 소셜,buy social,상생 소비,4.0,"사회적 기업의 제품이나 서비스를 사용함으로써 인권 및 환경 보호, 지역 경제 활성화 등 공동의 이익과 사회적 가치를 실현하는 운동.",331,3.4482758620689653,0.0,-2
328,데이터 레이블링 / 데이터 레이블러,data labeling / data labeler,데이터 주석 / 데이터 주석자,3.0,전산 자료에 여러 가지 필요한 정보 내용을 붙여 주는 작업. 또는 그 작업을 하는 사람.,332,3.4482758620689653,0.0,-2
329,챌린지,challenge,"참여 잇기, 도전 잇기",2.0,"어떤 이가 특정한 행위나 주제를 담은 사진이나 영상을 누리소통망에 올리고, 지목된 다음 사람이 동일한 행위를 수행하게 하는 것을 연달아 벌이는 일.",333,87.34482758620689,0.0,-2
330,네트 런처,net launcher,그물총,5.0,"그물을 발사하여 상대방을 제압하는 호신용품. 손전등 형태, 전등 형태, 소통 형태 등이 있음.",334,0.0,0.0,0
331,라이프 라인,life line,생활 기반망,4.0,"인간 활동의 기본 공간인 도시의 기능에 근간이 되는 통신, 전력, 에너지, 상하수도, 운송 및 교통망 등 선 형태로 네트워크를 구성하는 사회 기반 시설을 통틀어 이르는 말.",335,25.862068965517242,0.0,-2
332,오픈 액세스,open access,개방형 정보 열람 (서비스),5.0,"이용자가 온라인을 통해 재정적, 법률적, 기술적 장벽 없이 학술 정보에 접근하여 학술 정보를 복제, 보급, 인쇄, 검색할 수 있도록 공유하는 것. 또는 그러한 서비스.",336,0.0,0.0,0
333,코로나 블루,corona blue,코로나 우울,4.0,"코로나19의 확산으로 인해 일상에 큰 변화가 닥치면서 사람들이 느끼는 불안, 우울, 무기력감.",337,0.0,0.0,0
334,원루프 서비스,one-roof service,한 지붕 서비스,5.0,특정 업무에 필요한 여러 과정과 기능을 한데 모아 종합적으로 진행할 수 있도록 하는 서비스. 분산되어 있던 관련 기관들이 한 건물에 유치되어 업무를 한곳에서 처리하는 방식이 주를 이룬다.,338,0.0,0.0,0
335,케어 팜,care farm,치유 농장,5.0,농장이나 텃밭 등을 운영함으로써 심리적·사회적·신체적 건강을 회복하거나 증진하도록 하는 것. 또는 그런 시설.,339,0.0,0.0,0
336,라키비움,larchiveum,복합 문화 공간,5.0,"도서관, 기록관, 박물관의 성격을 통합적으로 갖춘 기관 또는 공간이나 시설. 여러 유형의 정보를 종합적으로 제공할 뿐만 아니라 휴게, 모임 등 문화 복합 기능을 갖추기도 함.",340,0.0,0.0,0
337,스카이워크,skywalk,하늘 산책로,5.0,"산이나 전망대, 건물 사이 등 높은 지대에 설치하여 공중을 걷는 듯한 느낌을 주는 구조물.주로 바닥을 투명한 다리나 통로 형태로 만들어 주변 경관을 감상할 수 있게 함.",341,29.517241379310345,0.0,-2
338,멀티 커리어리즘,multi-careerism,겸업 현상,4.0,하나의 직업에 얽매이지 않고 직업에 준하는 다양한 사회 활동을 하면서 자아를 실현하고자 하는 현상.,342,0.0,0.0,0
339,커뮤니티 매핑,community mapping,참여형 지도 제작,4.0,"사회 구성원들이 특정한 주제와 관련한 정보를 수집하여 지도에 표시하거나, 기존 지도를 편집하는 등 지도를 함께 만드는 활동.",343,0.0,0.0,0
340,에이징 테크,"aging tech, ageing tech",고령 맞춤 기술,3.0,"전자, 정보 통신 등 과학 기술로부터 소외될 수 있는 노년층을 위하여 이들이 편리하게 사용할 수 있도록 개발된 기술.",344,0.0,0.0,0
341,디지털 에이징,"digital aging, digital ageing",고령층 정보화,4.0,디지털 문화와 디지털 환경에 적응하고 정보통신기술을 잘 활용하면서 나이 드는 것.,345,0.0,0.0,0
342,그린 모빌리티,green mobility,"친환경 이동 수단, 친환경 교통수단",3.0,화석 연료가 아닌 전기나 수소 등을 주요 동력으로 하여 기존 내연기관보다 에너지 소비 효율이 높고 배출 가스가 적은 친환경 이동 수단.,346,3.4482758620689653,0.0,-2
343,쿨 루프,cool roof,시원지붕,3.0,"햇빛을 반사하거나 태양열을 차단하는 페인트를 건물 지붕, 옥상 등에 칠해 건물의 실내 온도를 낮추는 것. 또는 그런 지붕.",347,3.4482758620689653,0.0,-2
344,오픈 캠퍼스,open campus,기관-대학 협력 교육,3.0,공공기관이 지역 대학과 협력하여 그 지역 대학생들을 대상으로 운영하는 현장 중심의 교육 프로그램.,348,3.4482758620689653,0.0,-2
345,네트 제로,net zero,순 배출 영점화,3.0,온실가스와 같은 유해 물질의 배출량을 줄이고 불가피한 배출량은 흡수하도록 하여 실질적인 순 배출량을 0으로 만드는 것.,349,0.0,0.0,0
346,온택트,ontact,"영상 대면, 화상 대면",5.0,사람과 사람이 직접 만나지 않고 온라인을 통해 소통하는 방식,350,5.9655172413793105,0.0,-2
347,홈 팜,home farm,가내 텃밭,5.0,별도의 땅이 없이 농작물을 재배하는 집(가정집) 또는 그런 활동.,351,0.0,0.0,0
348,바이오 월,bio wall,수직 정원,5.0,벽이나 울타리 등 수직면에 공기를 정화하는 기능성 식물을 심어 실내 공기를 순환하게 하고 오염 물질을 정화하는 것. 또는 그런 벽이나 울타리.,352,18.448275862068964,0.0,-2
349,트윈 데믹,twindemic,감염병 동시 유행,5.0,비슷한 두 개의 감염병이 동시에 유행하는 현상.,353,0.0,0.0,0
350,블라인드 티켓,blind ticket,출연진 미공개 할인표,5.0,출연진을 공개하지 않은 상태에서 할인가로 판매하는 공연 관람 표.,354,0.0,0.0,0
351,클린 로드,clean road,도로 살수 장치,4.0,도로 표면 온도를 낮추거나 도로를 세척하기 위해 도로 중앙선이나 차도 양쪽에 설치하여 물을 분사하는 장치.,355,3.4482758620689653,2.689655172413793,1
352,스니즈 가드,sneeze guard,침방울 가림막,2.0,기침이나 재채기로부터 특정 대상을 보호하기 위하여 유리나 플라스틱으로 만든 차단막.,356,0.0,0.0,0
353,스몰 라이선스,small license,소규모 인허가,4.0,"행정상의 인허가 단위를 세분화하여 특정 업무에 대해서만 간소하게 인가를 받아 사업을 진행할 수 있도록 하는 제도. 주로 규제 산업인 은행업, 보험업, 증권업 등 인허가 조건이 까다로운 금융 분야에서 업무 단위로 가벼우면서도 간소하게 인허가하는 방식이 많다.",357,0.0,0.0,0
354,아쿠아포닉스,aquaponics,물고기 농법,2.0,물고기를 이용한 친환경 농법으로 물고기로부터 나오는 유기물과 배설물을 농작물의 영양분으로 삼는 재배 방식.,358,6.620689655172414,0.0,-2
355,브레인 포그,brain fog,뇌 흐림,4.0,머릿속이 맑지 못하여 집중력이 떨어지고 사고와 표현을 분명하게 하지 못함. 또는 그런 상태.,359,38.827586206896555,0.0,-2
356,로컬택트,localtact,지역 울타리 활동,2.0,"지역이나 마을 공동체 단위로 관계를 형성하며 소통, 활동하는 방식",360,0.0,0.0,0
357,스마트 폴,smart pole,지능형 기둥,1.0,사물 인터넷(IoT) 및 정보 통신 기술(ICT)을 신호등이나 가로등과 같은 기둥 모양의 도로 시설물에 접목하여 본래 기능 외에도 다양한 기능을 구축한 것. 또는 그러한 시설물.,361,19.103448275862068,0.0,-2
358,버블 맵,bubble map,주제 그물,2.0,주제어를 중심으로 여러 가지 정보를 연결하여 그 속성을 나타내는 방법.,362,0.0,0.0,0
359,프롭테크,proptech,부동산 정보 기술,4.0,"부동산 거래나 관리와 같은 부동산 산업 분야에 사용되는, 빅 데이터, 인공 지능, 암호 화폐 등의 정보 산업 기술. 주로 스마트폰이나 인터넷으로 부동산 거래나 부동산 임대 관리 등을 수행하는 것을 말함.",363,16.137931034482758,0.0,-2
360,메가 리전,mega region,초거대 도시 연결권,3.0,교통-물류 등 사회 기반 시설을 공유하고 경제･산업적 연계가 긴밀한 인구 1천만 명 이상의 도시 연결 권역. 주거 등 토지 이용 방식이 비슷하고 역사와 문화를 공유한다는 특징을 들기도 함.,364,0.0,0.0,0
361,코드 커팅,cord cutting,유선 해지,4.0,유료 케이블 방송 시청자가 가입을 해지하고 인터넷 티브이(TV)나 실시간 동영상 재생 서비스 등 새로운 서비스를 선택하는 현상.,365,0.0,0.0,0
